CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,YEAR,UNIQUE_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
2022-04-14,0:20,UNKNOWN,,40.717014,-73.7994,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4519047.0,Sedan,,,,,2022,12184716,04/14/2022,0:20,5507d2dd-c578-4ce9-9b2d-da9fa1907352,Occupant,Unspecified,20198700.0,50.0,,,,,,,,,Registrant,,,F
2022-04-13,13:15,UNKNOWN,,40.64254,-73.87652,BELT PARKWAY,,,1,0,0,0,0,0,1,0,Tinted Windows,Unsafe Speed,Unspecified,Unspecified,,4519279.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,,2022,12185683,04/13/2022,13:15,ce72db02-cb5c-45ce-bdaf-e62820caca0b,Occupant,Unspecified,20199261.0,23.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-13,3:30,BROOKLYN,11219.0,40.632412,-73.999886,,,1162      57 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4519835.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12187210,04/13/2022,3:30,cc51cd95-aeeb-4176-a050-62045f8e50db,Occupant,Unspecified,20200092.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-13,18:10,STATEN ISLAND,10304.0,40.606567,-74.09057,,,891       TARGEE STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4518782.0,Sedan,,,,,2022,12183476,04/13/2022,18:10,ba1f1448-39eb-4a6b-bbed-b78bd4d55caa,Occupant,Unspecified,20198011.0,36.0,,,,,,,,,Registrant,,,F
2022-04-14,21:30,QUEENS,11411.0,40.69067,-73.73134,118 AVENUE,231 STREET,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4519051.0,Sedan,Sedan,,,,2022,12184996,04/14/2022,21:30,df9d4650-92e8-4005-8099-63677ae63b81,Occupant,Unspecified,20198860.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2022-04-12,14:43,MANHATTAN,10023.0,40.78056,-73.98022,WEST 75 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4519239.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12185042,04/12/2022,14:43,f776e7d2-24d2-43a6-aab8-abcc5797927c,Occupant,Unspecified,20198878.0,,,,,,,,,,Registrant,,,
2022-04-13,7:46,UNKNOWN,,40.765545,-73.95471,EAST 70 STREET,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4518813.0,Bike,Station Wagon/Sport Utility Vehicle,,,,2022,12183492,04/13/2022,7:46,a4715091-4ecc-4bab-a251-815b11709651,Occupant,Unspecified,20198023.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-15,16:31,BRONX,10468.0,40.862747,-73.90494,WEST FORDHAM ROAD,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4519742.0,Taxi,,,,,2022,12187351,04/15/2022,16:31,cbd1c0ae-a1c7-4366-a23b-48514a359cb7,Occupant,Unspecified,20200171.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2022-04-13,18:20,BROOKLYN,11217.0,40.68025,-73.98005,,,632       BALTIC STREET,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4518953.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12184085,04/13/2022,18:20,28cab7f5-48f0-4c14-81af-8faa158fd229,Occupant,Injured,20198369.0,29.0,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F
2022-04-14,1:15,QUEENS,11693.0,40.58539,-73.81466,HOLLAND AVENUE,BEACH 92 STREET,,0,0,0,0,0,0,0,0,Headlights Defective,Unspecified,,,,4519187.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12185022,04/14/2022,1:15,dfdd751f-491f-4576-8de1-cd0c7fbcbf33,Occupant,Unspecified,20198870.0,32.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Does Not Apply,Passenger,,,F
2022-04-14,23:50,BROOKLYN,11208.0,40.675373,-73.8722,,,2709      PITKIN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4519176.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12185719,04/14/2022,23:50,68bba912-b269-493d-93bb-82b6e3d68e8d,Occupant,Unspecified,20199279.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2022-04-01,14:02,QUEENS,11418.0,40.70139,-73.83153,LEFFERTS BOULEVARD,HILLSIDE AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4519183.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12185202,04/01/2022,14:02,7d2c6367-2ed3-413c-b5df-e31c111dee20,Occupant,Unspecified,20198978.0,62.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-04-11,15:12,QUEENS,11433.0,40.69696,-73.79273,,,107-51    UNION HALL STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4519416.0,Sedan,,,,,2022,12185985,04/11/2022,15:12,863a1ed7-8dfa-4e53-827a-b21282fa9fa2,Occupant,Unspecified,20199425.0,39.0,,,,,,,,,Registrant,,,F
2022-04-13,1:10,UNKNOWN,,40.84075,-73.872536,BRONX RIVER PARKWAY,,,4,0,0,0,0,0,4,0,Alcohol Involvement,Following Too Closely,Unspecified,Unspecified,,4518710.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,2022,12183366,04/13/2022,1:10,850dc8d9-4159-4c55-a8b3-816289805172,Occupant,Unspecified,20197954.0,47.0,,,,,,,,,Registrant,,,M
2022-04-15,10:58,MANHATTAN,10028.0,40.77624,-73.94691,,,1641      YORK AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4519809.0,Box Truck,Bus,,,,2022,12187401,04/15/2022,10:58,482ee461-6c8d-42d7-bf95-5340a10a87bc,Occupant,Unspecified,20200205.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-14,11:55,UNKNOWN,,40.808437,-73.904724,BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4519149.0,Sedan,,,,,2022,12184701,04/14/2022,11:55,8b679ef8-cd88-41c9-8e9c-f80a6134f7c8,Occupant,Unspecified,20198688.0,61.0,,,,,,,,,Registrant,,,M
2022-04-13,9:20,UNKNOWN,,40.701912,-73.93699,FLUSHING AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4518868.0,Pick-up Truck,E-Bike,,,,2022,12184597,04/13/2022,9:20,84bec0de-3b18-42b3-8ed4-8196119243e8,Occupant,Unspecified,20198629.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2022-04-13,5:00,BROOKLYN,11207.0,40.685368,-73.9109,BUSHWICK AVENUE,DECATUR STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4518877.0,Sedan,Sedan,,,,2022,12184641,04/13/2022,5:00,834d6237-84da-40cb-8a62-ed6ba072055a,Occupant,Unspecified,20198657.0,26.0,,,,,,,,,Registrant,,,M
2022-04-14,18:30,BROOKLYN,11237.0,40.706985,-73.928665,,,65        PORTER AVENUE,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4519067.0,Station Wagon/Sport Utility Vehicle,E-Bike,,,,2022,12184783,04/14/2022,18:30,86aa17f0-ef35-45d2-9c99-9fb6dcf1a59e,Occupant,Unspecified,20198741.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2022-04-14,22:00,BROOKLYN,11219.0,40.627403,-73.99926,,,1310      62 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4519082.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,2022,12184467,04/14/2022,22:00,debd89c5-cf19-4af4-9eac-47876b5a0748,Occupant,Unspecified,20198555.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-13,13:46,BROOKLYN,11226.0,40.655186,-73.954124,,,177       CLARKSON AVENUE,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4518815.0,Sedan,Bike,,,,2022,12183192,04/13/2022,13:46,84460f77-73b8-4d60-87ef-c9ac0ae9a6a1,Bicyclist,Injured,20197856.0,21.0,Not Ejected,Conscious,Knee-Lower Leg Foot,Driver,Unknown,,,Unknown,Driver,,,M
2022-04-13,7:00,QUEENS,11369.0,40.7609,-73.87018,99 STREET,31 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4519004.0,Sedan,Sedan,,,,2022,12184635,04/13/2022,7:00,0c3a4630-6b9c-4142-8cf6-5e3cc0ba37a7,Occupant,Unspecified,20198653.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-04-13,15:50,UNKNOWN,,40.748226,-73.75979,LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,,4519454.0,Sedan,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,2022,12186018,04/13/2022,15:50,4cee71de-fd77-424d-93a5-a38f6a4db2db,Occupant,Unspecified,20199441.0,,,,,,,,,,Registrant,,,U
2022-04-10,10:30,UNKNOWN,,40.622643,-73.8965,BELT PARKWAY,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4519282.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12185162,04/10/2022,10:30,6100682f-b876-4a4f-babc-117895778031,Occupant,Unspecified,20198957.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Air Bag Deployed/Lap Belt/Harness,,,Does Not Apply,Driver,,,M
2022-04-15,0:00,STATEN ISLAND,10308.0,40.55733,-74.153015,GIFFORDS LANE,LEVERETT AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4519304.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,2022,12185368,04/15/2022,0:00,cab6a985-0cbe-49d8-9c30-62d35c4eccd2,Occupant,Unspecified,20199069.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-13,23:50,UNKNOWN,,40.74561,-73.84785,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4519199.0,Sedan,Sedan,,,,2022,12185475,04/13/2022,23:50,b9c703f6-739d-47e4-b94f-7c9c4bf6e830,Occupant,Unspecified,20199137.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-14,14:49,UNKNOWN,,40.5763,-73.96854,OCEAN PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4519713.0,Bus,Sedan,,,,2022,12186947,04/14/2022,14:49,0cceeb3e-4acd-4300-a303-ef87c37faf80,Occupant,Unspecified,20199941.0,63.0,,,,,,,,,Registrant,,,F
2022-04-20,20:30,MANHATTAN,10001.0,40.7496,-74.00281,,,450       WEST 26 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4522485.0,Van,,,,,2022,12197574,04/20/2022,20:30,630a3720-ded3-4f81-b5f6-266bf1a2e2f4,Occupant,Unspecified,20206129.0,53.0,,,,,,,,,Registrant,,,M
2022-04-23,1:37,BRONX,10452.0,40.835396,-73.92031,EAST 167 STREET,GERARD AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,4522750.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12199917,04/23/2022,1:37,f8884d17-e52d-4e8a-94f3-433c546d74bd,Occupant,Injured,20207430.0,32.0,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Whiplash,Driver,,,M
2022-04-08,9:20,BROOKLYN,11233.0,40.67843,-73.91357,FULTON STREET,BOYLAND STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4522478.0,Station Wagon/Sport Utility Vehicle,FIRE TRUCK,,,,2022,12198219,04/08/2022,9:20,fb16e635-0e30-4b82-b056-8708a75c2960,Occupant,Unspecified,20206489.0,59.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
2022-04-10,15:10,BRONX,10460.0,40.83421,-73.8844,BOONE AVENUE,EAST 173 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4522463.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2022,12197717,04/10/2022,15:10,3f95a521-fa8a-4ff9-bf83-ab21ce3e34f9,Occupant,Unspecified,20206202.0,48.0,,,,,,,,,Registrant,,,M
2021-11-22,6:33,QUEENS,11358.0,40.769485,-73.79239,FRANCIS LEWIS BOULEVARD,UTOPIA PARKWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4480368.0,Station Wagon/Sport Utility Vehicle,,,,,2021,12185010,11/22/2021,6:33,62f50a30-ee52-4739-807e-f49943590433,Pedestrian,Injured,,33.0,,Unconscious,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Internal,Pedestrian,Unspecified,Unspecified,F
2022-04-24,11:13,UNKNOWN,,0.0,0.0,SAINT JOHNS PLACE,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inexperience,,,,4522637.0,Van,Van,,,,2022,12197934,04/24/2022,11:13,bb9082ae-33f5-4f86-bff0-f355a544464f,Occupant,Unspecified,20206329.0,57.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2022-04-21,16:00,BROOKLYN,11212.0,40.657204,-73.90352,,,41        NEW LOTS AVENUE,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,4521378.0,Sedan,Sedan,,,,2022,12199627,04/21/2022,16:00,91486182-d0d2-4708-9aba-81f3834dad7f,Occupant,Unspecified,20207244.0,58.0,,,,,,,,,Registrant,,,M
2022-04-21,16:00,BROOKLYN,11212.0,40.657204,-73.90352,,,41        NEW LOTS AVENUE,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,4521378.0,Sedan,Sedan,,,,2022,12199624,04/21/2022,16:00,b1a3738a-cdd0-490a-bb2f-fddba21ce62c,Occupant,Injured,20207244.0,58.0,Not Ejected,Unconscious,Unknown,Driver,Lap Belt & Harness,,,Unknown,Driver,,,M
2022-04-22,12:06,MANHATTAN,10001.0,40.751656,-73.99014,WEST 35 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4521516.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12220326,04/22/2022,12:06,8250b7d6-1920-43b5-973c-f226d212c217,Occupant,Unspecified,20218952.0,46.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2022-04-08,22:05,UNKNOWN,,40.88814,-73.89277,MAJOR DEEGAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,4522446.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,2022,12197691,04/08/2022,22:05,b1b583da-b0e0-4ad7-8baa-64d38338ebb9,Occupant,Injured,20206193.0,53.0,Not Ejected,Conscious,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
2022-02-12,18:35,UNKNOWN,,40.686203,-73.950745,NOSTRAND AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,,,,4503510.0,Sedan,Sedan,,,,2022,12197528,02/12/2022,18:35,db104199-b9d2-44c7-9a3f-9b5eed4660c8,Occupant,Unspecified,20206102.0,45.0,,,,,,,,,Registrant,,,M
2022-04-25,8:06,UNKNOWN,,40.717594,-73.99634,HESTER STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4521871.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12195407,04/25/2022,8:06,55d076c6-75cc-461e-bbab-de9e0d9f58a5,Occupant,Unspecified,20204855.0,44.0,,,,,,,,,Registrant,,,M
2022-04-25,15:00,UNKNOWN,,40.7418,-73.72815,CROSS ISLAND PARKWAY,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4522212.0,Sedan,Sedan,,,,2022,12197439,04/25/2022,15:00,07e91033-23dd-4865-9f57-7548b5c6ac9d,Occupant,Injured,20206056.0,29.0,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
2021-12-02,14:30,BROOKLYN,11207.0,40.675625,-73.89879,GEORGIA AVENUE,ATLANTIC AVENUE,,5,0,0,0,0,0,5,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,4484395.0,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,2021,12200155,12/02/2021,14:30,1923853b-a6e7-420c-b274-dc2835e1a486,Occupant,Unspecified,20207579.0,,,,,,,,,,Registrant,,,
2022-04-25,9:45,MANHATTAN,10039.0,40.827877,-73.93824,WEST 153 STREET,8 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,,,,4521975.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12195425,04/25/2022,9:45,0252b461-e8a3-4183-989c-d3c30748de4a,Occupant,Unspecified,20204863.0,62.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2022-04-25,9:45,MANHATTAN,10039.0,40.827877,-73.93824,WEST 153 STREET,8 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,,,,4521975.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12195424,04/25/2022,9:45,96514ff2-621d-4a7a-977c-5825b2a7c264,Occupant,Unspecified,20204863.0,62.0,,,,,,,,,Registrant,,,M
2022-04-22,9:22,BRONX,10463.0,40.8827,-73.89273,SEDGWICK AVENUE,VANCORTLANDT AVENUE WEST,,1,0,1,0,0,0,0,0,Unspecified,,,,,4522418.0,Sedan,,,,,2022,12197788,04/22/2022,9:22,4477676c-b276-4eb2-8a2b-d471f8bea451,Occupant,Unspecified,20206251.0,,,,,,,,,,Registrant,,,F
2022-04-25,7:20,BRONX,10460.0,40.84105,-73.89217,PROSPECT AVENUE,CROTONA PARK NORTH,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4521931.0,Bus,CONTRUCTIO,,,,2022,12195630,04/25/2022,7:20,6f62b560-8d57-4471-a7a2-4b9d59b409a4,Occupant,Unspecified,20204984.0,,,,,,,,,,Registrant,,,U
2022-04-25,11:33,QUEENS,11416.0,40.684616,-73.84481,,,96-03     101 AVENUE,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,Unspecified,,,4521992.0,Sedan,Sedan,Sedan,,,2022,12199682,04/25/2022,11:33,326123c0-9a04-4f33-b9a7-38a3917159e7,Occupant,Unspecified,20207278.0,43.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-04-24,17:42,UNKNOWN,,40.659336,-73.92726,REMSEN AVENUE,WINTHROP STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,Unspecified,,,4522512.0,Sedan,Sedan,Sedan,,,2022,12198710,04/24/2022,17:42,827e60d8-ac2d-4967-9655-dd754cbd7200,Occupant,Unspecified,20206767.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2022-04-25,19:50,UNKNOWN,,40.67765,-73.949776,NOSTRAND AVENUE,,,1,0,0,0,0,0,1,0,Illnes,Unspecified,,,,4522645.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12197958,04/25/2022,19:50,fac6a009-281e-4386-9de7-85c943fcb6ad,Occupant,Unspecified,20206341.0,27.0,,,,,,,,,Registrant,,,M
2022-04-25,6:45,UNKNOWN,,40.802757,-73.93026,HARLEM RIVER DRIVE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4522051.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12195599,04/25/2022,6:45,a671a012-1fd0-42f3-983d-def1b923c8cf,Occupant,Unspecified,20204968.0,55.0,,,,,,,,,Registrant,,,M
2022-04-25,16:10,UNKNOWN,,40.67767,-73.80334,VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4522268.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12197271,04/25/2022,16:10,a32e698f-3d9d-4e46-9725-f0910cd0c58a,Occupant,Unspecified,20205951.0,,,,,,,,,,Registrant,,,U
2022-04-25,8:15,BRONX,10453.0,40.85078,-73.91222,WEST TREMONT AVENUE,WEST 177 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4522088.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12195640,04/25/2022,8:15,efae54be-a69b-4ddb-bd79-e4a41f2f59bb,Occupant,Unspecified,20204992.0,41.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
2022-04-25,13:25,UNKNOWN,,40.756367,-73.96012,FDR DRIVE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4522243.0,Sedan,Sedan,,,,2022,12196640,04/25/2022,13:25,dfe358ac-24f8-44cd-97c2-1205f0d85477,Occupant,Unspecified,20205579.0,19.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
2022-04-25,13:25,UNKNOWN,,40.756367,-73.96012,FDR DRIVE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4522243.0,Sedan,Sedan,,,,2022,12196643,04/25/2022,13:25,c27f4302-bba8-4c4d-ab69-1c4e73b0b050,Occupant,Unspecified,20205580.0,23.0,,,,,,,,,Registrant,,,M
2022-04-25,8:45,UNKNOWN,,40.610146,-74.099884,MILFORD DRIVE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4522034.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12195940,04/25/2022,8:45,57c6b5e3-c2cd-4082-80ea-a8049ed254c3,Occupant,Injured,20205172.0,53.0,Not Ejected,Conscious,Knee-Lower Leg Foot,Driver,Lap Belt & Harness,,,None Visible,Driver,,,F
2022-04-25,21:00,UNKNOWN,,0.0,0.0,EAST 54 STREET,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4522078.0,Station Wagon/Sport Utility Vehicle,Taxi,,,,2022,12195484,04/25/2022,21:00,9a184fe5-258b-4698-a942-5d333397498c,Occupant,Unspecified,20204899.0,49.0,,,,,,,,,Registrant,,,M
2022-04-10,7:21,BRONX,10456.0,40.837715,-73.907486,,,1436      CLAY AVENUE,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4522595.0,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,2022,12198491,04/10/2022,7:21,c1a4db85-d316-43c4-adb6-29878e4103fa,Occupant,Unspecified,20206630.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F
2022-04-23,13:45,UNKNOWN,,40.676403,-73.96287,PROSPECT PLACE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4522634.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12197988,04/23/2022,13:45,003a0f7d-c9ef-4efb-836a-22ad0fe50fcb,Occupant,Unspecified,20206360.0,20.0,,,,,,,,,Registrant,,,F
2022-04-19,22:45,UNKNOWN,,40.719124,-73.791405,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4522565.0,Sedan,Sedan,,,,2022,12198398,04/19/2022,22:45,61d9195c-1652-4e8a-8afc-a544aad207b8,Occupant,Unspecified,20206587.0,24.0,,,,,,,,,Registrant,,,U
2022-04-11,10:54,BRONX,10471.0,0.0,0.0,,,6301      RIVERDALE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4522450.0,Ambulance,,,,,2022,12197724,04/11/2022,10:54,ab37b330-b986-41ac-99a1-a76d6b27c054,Occupant,Unspecified,20206207.0,,,,,,,,,,Registrant,,,
2022-04-26,8:20,QUEENS,11433.0,40.698334,-73.796196,,,106-05    159 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4522900.0,Sedan,Sedan,,,,2022,12199632,04/26/2022,8:20,f2589d3d-bf27-4a02-b213-b2ba86a86021,Occupant,Unspecified,20207251.0,33.0,,,,,,,,,Registrant,,,M
